FIPS Code,Geography,Year,Program Type,Population
36041,Hamilton County,2006,Intercensal Population Estimate,4987
36043,Herkimer County,2006,Intercensal Population Estimate,64029
36045,Jefferson County,2006,Intercensal Population Estimate,113650
36047,Kings County,2006,Intercensal Population Estimate,2436132
36049,Lewis County,2006,Intercensal Population Estimate,27001
36051,Livingston County,2006,Intercensal Population Estimate,65357
36053,Madison County,2006,Intercensal Population Estimate,72042
36055,Monroe County,2006,Intercensal Population Estimate,738329
36057,Montgomery County,2006,Intercensal Population Estimate,49724
36059,Nassau County,2006,Intercensal Population Estimate,1324905
36061,New York County,2006,Intercensal Population Estimate,1578171
36063,Niagara County,2006,Intercensal Population Estimate,216148
36065,Oneida County,2006,Intercensal Population Estimate,234229
36067,Onondaga County,2006,Intercensal Population Estimate,460925
36069,Ontario County,2006,Intercensal Population Estimate,104644
36071,Orange County,2006,Intercensal Population Estimate,366908
36073,Orleans County,2006,Intercensal Population Estimate,43420
36075,Oswego County,2006,Intercensal Population Estimate,122354
36077,Otsego County,2006,Intercensal Population Estimate,63032
36079,Putnam County,2006,Intercensal Population Estimate,99357
36081,Queens County,2006,Intercensal Population Estimate,2173862
36083,Rensselaer County,2006,Intercensal Population Estimate,157312
36085,Richmond County,2006,Intercensal Population Estimate,457577
36087,Rockland County,2006,Intercensal Population Estimate,299390
36089,St. Lawrence County,2006,Intercensal Population Estimate,111556
36091,Saratoga County,2006,Intercensal Population Estimate,214627
36093,Schenectady County,2006,Intercensal Population Estimate,151768
36095,Schoharie County,2006,Intercensal Population Estimate,32661
36097,Schuyler County,2006,Intercensal Population Estimate,18752
36099,Seneca County,2006,Intercensal Population Estimate,35223
36101,Steuben County,2006,Intercensal Population Estimate,98473
36103,Suffolk County,2006,Intercensal Population Estimate,1475626
36105,Sullivan County,2006,Intercensal Population Estimate,77231
36107,Tioga County,2006,Intercensal Population Estimate,51536
36109,Tompkins County,2006,Intercensal Population Estimate,99651
36111,Ulster County,2006,Intercensal Population Estimate,182845
36113,Warren County,2006,Intercensal Population Estimate,65554
36115,Washington County,2006,Intercensal Population Estimate,62771
36117,Wayne County,2006,Intercensal Population Estimate,93595
36119,Westchester County,2006,Intercensal Population Estimate,931426
36121,Wyoming County,2006,Intercensal Population Estimate,42673
36123,Yates County,2006,Intercensal Population Estimate,25025
36000,New York State,2005,Intercensal Population Estimate,19132610
36001,Albany County,2005,Intercensal Population Estimate,302791
36003,Allegany County,2005,Intercensal Population Estimate,49768
36005,Bronx County,2005,Intercensal Population Estimate,1351736
36007,Broome County,2005,Intercensal Population Estimate,200477
36009,Cattaraugus County,2005,Intercensal Population Estimate,82039
36011,Cayuga County,2005,Intercensal Population Estimate,81104
36013,Chautauqua County,2005,Intercensal Population Estimate,136139
36015,Chemung County,2005,Intercensal Population Estimate,88860
36017,Chenango County,2005,Intercensal Population Estimate,51154
36019,Clinton County,2005,Intercensal Population Estimate,82233
36021,Columbia County,2005,Intercensal Population Estimate,63717
36023,Cortland County,2005,Intercensal Population Estimate,49330
36025,Delaware County,2005,Intercensal Population Estimate,48377
36027,Dutchess County,2005,Intercensal Population Estimate,294362
36029,Erie County,2005,Intercensal Population Estimate,931745
36031,Essex County,2005,Intercensal Population Estimate,39321
36033,Franklin County,2005,Intercensal Population Estimate,51257
36035,Fulton County,2005,Intercensal Population Estimate,55301
36037,Genesee County,2005,Intercensal Population Estimate,60068
36039,Greene County,2005,Intercensal Population Estimate,49142
36041,Hamilton County,2005,Intercensal Population Estimate,5093
36043,Herkimer County,2005,Intercensal Population Estimate,64292
36045,Jefferson County,2005,Intercensal Population Estimate,113486
36047,Kings County,2005,Intercensal Population Estimate,2445809
36049,Lewis County,2005,Intercensal Population Estimate,26773
36051,Livingston County,2005,Intercensal Population Estimate,65322
36053,Madison County,2005,Intercensal Population Estimate,71471
36055,Monroe County,2005,Intercensal Population Estimate,738506
36057,Montgomery County,2005,Intercensal Population Estimate,49505
36059,Nassau County,2005,Intercensal Population Estimate,1332318
36061,New York County,2005,Intercensal Population Estimate,1573573
36063,Niagara County,2005,Intercensal Population Estimate,216818
36065,Oneida County,2005,Intercensal Population Estimate,234282
36067,Onondaga County,2005,Intercensal Population Estimate,460910
36069,Ontario County,2005,Intercensal Population Estimate,104259
36071,Orange County,2005,Intercensal Population Estimate,364522
36073,Orleans County,2005,Intercensal Population Estimate,43475
36075,Oswego County,2005,Intercensal Population Estimate,122640
36077,Otsego County,2005,Intercensal Population Estimate,63069
36079,Putnam County,2005,Intercensal Population Estimate,99575
36081,Queens County,2005,Intercensal Population Estimate,2185222
36083,Rensselaer County,2005,Intercensal Population Estimate,156104
36085,Richmond County,2005,Intercensal Population Estimate,457028
36087,Rockland County,2005,Intercensal Population Estimate,298737
36089,St. Lawrence County,2005,Intercensal Population Estimate,111606
36091,Saratoga County,2005,Intercensal Population Estimate,212975
36093,Schenectady County,2005,Intercensal Population Estimate,150200
36095,Schoharie County,2005,Intercensal Population Estimate,32534
36097,Schuyler County,2005,Intercensal Population Estimate,18880
36099,Seneca County,2005,Intercensal Population Estimate,35177
36101,Steuben County,2005,Intercensal Population Estimate,98868
36103,Suffolk County,2005,Intercensal Population Estimate,1477687
36105,Sullivan County,2005,Intercensal Population Estimate,76780
36107,Tioga County,2005,Intercensal Population Estimate,51611
36109,Tompkins County,2005,Intercensal Population Estimate,99433
36111,Ulster County,2005,Intercensal Population Estimate,182438
36113,Warren County,2005,Intercensal Population Estimate,65206
36115,Washington County,2005,Intercensal Population Estimate,62468
36117,Wayne County,2005,Intercensal Population Estimate,93727
36119,Westchester County,2005,Intercensal Population Estimate,933401
36121,Wyoming County,2005,Intercensal Population Estimate,42780
36123,Yates County,2005,Intercensal Population Estimate,25129
36000,New York State,2004,Intercensal Population Estimate,19171567
36001,Albany County,2004,Intercensal Population Estimate,302173
36003,Allegany County,2004,Intercensal Population Estimate,50311
36005,Bronx County,2004,Intercensal Population Estimate,1358963
36007,Broome County,2004,Intercensal Population Estimate,200974
36009,Cattaraugus County,2004,Intercensal Population Estimate,82864
36011,Cayuga County,2004,Intercensal Population Estimate,81284
36013,Chautauqua County,2004,Intercensal Population Estimate,137174
36015,Chemung County,2004,Intercensal Population Estimate,89777
36017,Chenango County,2004,Intercensal Population Estimate,51297
36019,Clinton County,2004,Intercensal Population Estimate,81803
36021,Columbia County,2004,Intercensal Population Estimate,63646
36023,Cortland County,2004,Intercensal Population Estimate,49628
36025,Delaware County,2004,Intercensal Population Estimate,48283
36027,Dutchess County,2004,Intercensal Population Estimate,292859
36029,Erie County,2004,Intercensal Population Estimate,938333
36031,Essex County,2004,Intercensal Population Estimate,39295
36033,Franklin County,2004,Intercensal Population Estimate,51197
36035,Fulton County,2004,Intercensal Population Estimate,55233
36037,Genesee County,2004,Intercensal Population Estimate,60224
36039,Greene County,2004,Intercensal Population Estimate,48755
36041,Hamilton County,2004,Intercensal Population Estimate,5158
36043,Herkimer County,2004,Intercensal Population Estimate,64332
36045,Jefferson County,2004,Intercensal Population Estimate,109924
36047,Kings County,2004,Intercensal Population Estimate,2459094
36049,Lewis County,2004,Intercensal Population Estimate,26661
36051,Livingston County,2004,Intercensal Population Estimate,65484
36053,Madison County,2004,Intercensal Population Estimate,71397
36055,Monroe County,2004,Intercensal Population Estimate,741075
36057,Montgomery County,2004,Intercensal Population Estimate,49460
36059,Nassau County,2004,Intercensal Population Estimate,1337964
36061,New York County,2004,Intercensal Population Estimate,1569947
36063,Niagara County,2004,Intercensal Population Estimate,217737
36065,Oneida County,2004,Intercensal Population Estimate,234654
36067,Onondaga County,2004,Intercensal Population Estimate,461412
36069,Ontario County,2004,Intercensal Population Estimate,103385
36071,Orange County,2004,Intercensal Population Estimate,362934
36073,Orleans County,2004,Intercensal Population Estimate,43682
36075,Oswego County,2004,Intercensal Population Estimate,123340
36077,Otsego County,2004,Intercensal Population Estimate,62934
36079,Putnam County,2004,Intercensal Population Estimate,99468
36081,Queens County,2004,Intercensal Population Estimate,2198516
36083,Rensselaer County,2004,Intercensal Population Estimate,155523
36085,Richmond County,2004,Intercensal Population Estimate,456846
36087,Rockland County,2004,Intercensal Population Estimate,297562
36089,St. Lawrence County,2004,Intercensal Population Estimate,111468
36091,Saratoga County,2004,Intercensal Population Estimate,211478
36093,Schenectady County,2004,Intercensal Population Estimate,148900
36095,Schoharie County,2004,Intercensal Population Estimate,32310
36097,Schuyler County,2004,Intercensal Population Estimate,19034
36099,Seneca County,2004,Intercensal Population Estimate,35312
36101,Steuben County,2004,Intercensal Population Estimate,98983
36103,Suffolk County,2004,Intercensal Population Estimate,1478215
36105,Sullivan County,2004,Intercensal Population Estimate,76265
36107,Tioga County,2004,Intercensal Population Estimate,51631
36109,Tompkins County,2004,Intercensal Population Estimate,99531
36111,Ulster County,2004,Intercensal Population Estimate,181847
36113,Warren County,2004,Intercensal Population Estimate,64576
36115,Washington County,2004,Intercensal Population Estimate,62278
36117,Wayne County,2004,Intercensal Population Estimate,93860
36119,Westchester County,2004,Intercensal Population Estimate,935457
36121,Wyoming County,2004,Intercensal Population Estimate,42852
36123,Yates County,2004,Intercensal Population Estimate,25008
36000,New York State,2003,Intercensal Population Estimate,19175939
36001,Albany County,2003,Intercensal Population Estimate,301085
36003,Allegany County,2003,Intercensal Population Estimate,50165
36005,Bronx County,2003,Intercensal Population Estimate,1362373
36007,Broome County,2003,Intercensal Population Estimate,201037
36009,Cattaraugus County,2003,Intercensal Population Estimate,83335
36011,Cayuga County,2003,Intercensal Population Estimate,81395
36013,Chautauqua County,2003,Intercensal Population Estimate,137587
36015,Chemung County,2003,Intercensal Population Estimate,90154
36017,Chenango County,2003,Intercensal Population Estimate,51393
36019,Clinton County,2003,Intercensal Population Estimate,81396
